"1,000kg"	数値表現-寸法表現-重量
セントルイス空港	名前-施設名-GOE-駅名-空港名
セント・ジョーンズ・ワート	名前-自然物名-生物名-植物名
セント・ヘレナ島	名前-地名-GPE-GPE_その他
セヴァストポリ	名前-地名-GPE-市区町村名
セーカーハヤブサ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
セーラー服	名前-製品名-衣服名
ゼクス・マーキス	名前-人名
ゼスト	名前-製品名-乗り物名-車名
ゼネスト	名前-イベント名-イベント名_その他
ゼノン	名前-人名
ゼノン (東ローマ皇帝)	名前-人名
ゼブラーマン	名前-製品名-芸術名-映画名
ゼリー	名前-製品名-食べ物名
ゼリービーンズ	名前-製品名-食べ物名
ゼルダの伝説 時のオカリナ	名前-製品名-製品名_その他
ゼロックス・スーパーカップ	名前-イベント名-催し物名-大会名
ゼーラント州	名前-地名-GPE-都道府県州名
ソウゲンワシ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
ソウル大学	名前-施設名-GOE-学校名
ソウル特別市	名前-地名-GPE-市区町村名
ソウル特別市地下鉄公社	名前-組織名-企業名
ソウル特別市都市鉄道公社	名前-組織名-企業名
ソクラテス	名前-人名
ソコトラアマツバメ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
ソコトラスズメ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
ソコトラセッカ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
ソコトラタイヨウチョウ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
ソコトラテリムク	名前-自然物名-生物名-動物名-脊椎動物-鳥類
ソコトラホオジロ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
ソコトラムシクイ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
ソテツ	名前-自然物名-生物名-植物名
ソデグロヅル	名前-自然物名-生物名-動物名-脊椎動物-鳥類
ソナタ	名前-製品名-芸術名-音楽名
ソナタ形式	名前-製品名-芸術名-音楽名
ソナチネ	名前-製品名-芸術名-音楽名
ソニック・クルーザー	名前-製品名-乗り物名-飛行機名
ソニン	名前-人名
ソニーファイナンスインターナショナル	名前-組織名-企業名
ソニーマガジンズ	名前-組織名-企業名
ソニーミュージックエンタテインメント	名前-組織名-企業名
ソニー・カルチャーエンタテインメント	名前-組織名-企業名
ソニー・コンピュータエンタテインメント	名前-組織名-企業名
ソニー・ミュージックエンタテインメント	名前-組織名-企業名
ソニー生命保険	名前-組織名-企業名
ソビエト侵攻	名前-イベント名-イベント名_その他
ソビエト連邦	名前-地名-GPE-国名
ソフトキャンディー	名前-製品名-食べ物名
ソフト・オン・デマンド	名前-組織名-企業名
ソフト・ロック	名前-製品名-芸術名-音楽名
ソブーザ2世	名前-人名
ソポクレス	名前-人名
ソマリハイイロガラ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
ソマリーテリムク	名前-自然物名-生物名-動物名-脊椎動物-鳥類
ソマリーハチクイ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
ソマリーヒメコウテンシ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
ソリハシオオイシチドリ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
ソリハシシギ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
ソリハシセイタカシギ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
ソロモンの王宮	名前-製品名-芸術名-番組名
ソロモン流	名前-製品名-芸術名-番組名
ソロモン諸島の戦い	名前-イベント名-戦争名
ソース	名前-組織名-企業名
ソースネクスト	名前-組織名-企業名
ソーセージ	名前-製品名-食べ物名
ソ連型社会主義	名前-製品名-主義思想名
ゾイドフューザーズ	名前-製品名-芸術名-番組名
ゾイド新世紀スラッシュゼロ	名前-製品名-芸術名-番組名
ゾック	名前-製品名-武器名
ゾラ	名前-人名
タイガー&amp;ドラゴン	名前-製品名-芸術名-番組名
タイガー&ドラゴン	名前-製品名-芸術名-番組名
タイキブリザード	名前-名前_その他
タイタニア	名前-地名-天体名-惑星名
タイタニア	名前-製品名-キャラクター名
タイタニア	名前-製品名-芸術名-文学名
タイタン (ロケット)	名前-製品名-武器名
タイタンII	名前-製品名-武器名
タイドライン・ブルー	名前-製品名-芸術名-番組名
タイムパラドックス	名前-名前_その他
タイラギ	名前-自然物名-生物名-動物名-無脊椎動物-無脊椎動物_その他
タイラ・バンクス	名前-人名
タイラー・スコット	名前-人名
タイリクハクセキレイ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
タイワンシジュウカラ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
タイワンショウドウツバメ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
タイワンヒバリ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
タイ王国	名前-地名-GPE-国名
タカサゴダカ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
タカサゴモズ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
タカブシギ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
タカ派	名前-組織名-組織名_その他
タキトゥス	名前-人名
タキトゥス (ローマ皇帝)	名前-人名
タクティー	名前-組織名-企業名
タケカワユキヒデ	名前-人名
タゲリ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
タゴール	名前-名前_その他
タゴ川	名前-地名-地形名-河川湖沼名
タシギ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
タジキスタン共和国	名前-地名-GPE-国名
タッコング	名前-製品名-キャラクター名
タテノリライブパーティー	名前-製品名-芸術名-番組名
タトゥイーン	名前-地名-天体名-惑星名
タトパニ温泉	名前-地名-地形名-河川湖沼名
タニノムーティエ	名前-名前_その他
タバナン県	名前-地名-GPE-都道府県州名
タヒバリ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
タブレットPC	名前-製品名-製品名_その他
タマシギ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
タマズィグト	名前-製品名-言語名
タマムシ科	名前-自然物名-生物名-動物名-無脊椎動物-昆虫
タミヤRCカーグランプリ	名前-製品名-芸術名-番組名
タモリのスーパーボキャブラ天国	名前-製品名-芸術名-番組名
タモリはタル	名前-人名
タモリ倶楽部	名前-製品名-芸術名-番組名
タリハ	名前-地名-GPE-都道府県州名
タルボ (自動車メーカー)	名前-組織名-企業名
タレ	名前-製品名-食べ物名
タレント	名前-職業名
タレーラン	名前-人名
タロット	名前-組織名-組織名_その他
タンゴエクスプローラー	名前-製品名-乗り物名-列車名
タンゴ・レッスン	名前-製品名-芸術名-映画名
タンシキバシリ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
タンタンの冒険	名前-製品名-芸術名-文学名
タンデム自転車	名前-製品名-乗り物名-乗り物名_その他
ターゲ・エルランデル	名前-人名
タージン	名前-人名
ターン制	名前-製品名-方式制度名
ダイアナ (プリンセス・オブ・ウェールズ)	名前-人名
ダイアナ・スペンサー	名前-人名
ダイコクコガネ	名前-自然物名-生物名-動物名-無脊椎動物-昆虫
ダイサギ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
ダイシャクシギ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
ダイゼン	名前-自然物名-生物名-動物名-脊椎動物-鳥類
ダイナース	名前-組織名-企業名
ダイハツ・ムーヴ	名前-製品名-乗り物名-車名
ダイポールモード現象	名前-イベント名-自然現象名
ダイワメジャー	名前-名前_その他
ダウンタウン	名前-組織名-組織名_その他
ダウンタウン	名前-製品名-芸術名-音楽名
ダウンタウンDX	名前-製品名-芸術名-番組名
ダウンタウンのガキの使いやあらへんで!!	名前-製品名-芸術名-番組名
ダギ	名前-人名
ダグラス・サーク	名前-人名
ダグラス・ホワイト	名前-人名
ダグラス・マッカーサー	名前-人名
ダグレイ・スコット	名前-人名
ダグ・ハマーショルド	名前-人名
ダシヌキ!	名前-製品名-芸術名-番組名
ダニエル・カーネマン	名前-人名
ダニエル・シュミット	名前-人名
ダニエル・バレンボイム	名前-人名
ダニエレ・マッサーロ	名前-人名
ダニ・カラヴァン	名前-人名
ダニ目	名前-自然物名-生物名-動物名-無脊椎動物-昆虫
ダバオ地方	名前-地名-国内地域名
ダライ・ラマ14世	名前-人名
ダリア・ウェーボウィ	名前-人名
ダリヤ	名前-組織名-企業名
ダルマワシ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
ダン	名前-組織名-民族名
ダンケルク級戦艦	名前-製品名-乗り物名-船名
ダンサー	名前-職業名
ダンツフレーム	名前-名前_その他
ダンテ	名前-人名
ダン・エイクロイド	名前-人名
ダン・ヘンダーソン	名前-人名
ダン・マーリー	名前-人名
ダヴィド・ベングリオン	名前-人名
ダーククラウド	名前-製品名-製品名_その他
ダーククロニクル	名前-製品名-製品名_その他
ダーク・ウォーター	名前-製品名-芸術名-映画名
ダーコーヴァー年代記	名前-製品名-芸術名-文学名
ダース・シディアス	名前-人名
ダース・ティラナス	名前-人名
ダース・ベイダー	名前-人名
ダーバン人種差別反対国際会議	名前-イベント名-催し物名-会議名
チェコ	名前-地名-GPE-国名
チェコ共和国	名前-地名-GPE-国名
チェス	名前-製品名-製品名_その他
チェスター・A・アーサー	名前-人名
チェチェン共和国	名前-地名-GPE-国名
チェニジア	名前-地名-GPE-国名
チェルケス人	名前-組織名-民族名
チェルシーの唄	名前-製品名-芸術名-音楽名
チェロソナタ	名前-製品名-芸術名-音楽名
チェロ協奏曲	名前-製品名-芸術名-音楽名
チェ・ゲバラ	名前-人名
チェーザレ・ベッカリーア	名前-人名
チキチキマシン猛レース	名前-製品名-芸術名-番組名
チキンガーリックステーキ	名前-組織名-組織名_その他
チゴハヤブサ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
チスイコウモリ科	名前-自然物名-生物名-動物名-脊椎動物-哺乳類
チタニア	名前-地名-天体名-惑星名
チチュウカイミズナギドリ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
チトー	名前-人名
チドリ	名前-自然物名-生物名-動物名-脊椎動物-鳥類
チドリ下目	名前-自然物名-生物名-動物名-脊椎動物-鳥類
